,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artist,genre
0,0.482,0.866,7,-4.534,1,0.0293,0.000368,0.116,0.247,0.372,147.994,audio_features,5gEni4dmBqme8fyPcyWYiK,spotify:track:5gEni4dmBqme8fyPcyWYiK,https://api.spotify.com/v1/tracks/5gEni4dmBqme8fyPcyWYiK,https://api.spotify.com/v1/audio-analysis/5gEni4dmBqme8fyPcyWYiK,187364,4,Kate's Not Here - Day Wave & Lawrence Rothman Remix,Lawrence Rothman,dreampop
1,0.543,0.498,9,-10.152,1,0.0678,0.692,0.432,0.078,0.815,113.392,audio_features,0l4cR2AZ18MktMd0BU3zwh,spotify:track:0l4cR2AZ18MktMd0BU3zwh,https://api.spotify.com/v1/tracks/0l4cR2AZ18MktMd0BU3zwh,https://api.spotify.com/v1/audio-analysis/0l4cR2AZ18MktMd0BU3zwh,241097,4,Tenderness,Jay Som,dreampop
2,0.644,0.756,7,-8.342,1,0.0273,0.567,0.158,0.151,0.802,120.03,audio_features,04DdNbTmZAgHfNP6FdY3Sa,spotify:track:04DdNbTmZAgHfNP6FdY3Sa,https://api.spotify.com/v1/tracks/04DdNbTmZAgHfNP6FdY3Sa,https://api.spotify.com/v1/audio-analysis/04DdNbTmZAgHfNP6FdY3Sa,264955,4,Plum,Widowspeak,dreampop
3,0.508,0.798,1,-5.412,0,0.0259,0.256,0.202,0.701,0.481,153.95,audio_features,22gjW0ccBALzqASrryR7Dw,spotify:track:22gjW0ccBALzqASrryR7Dw,https://api.spotify.com/v1/tracks/22gjW0ccBALzqASrryR7Dw,https://api.spotify.com/v1/audio-analysis/22gjW0ccBALzqASrryR7Dw,213481,4,Opportunity,Kevin Krauter,dreampop
4,0.562,0.724,2,-6.787,1,0.0622,0.203,0.00115,0.129,0.464,139.997,audio_features,4kDqNIQiBwkqDs6jWWcHAM,spotify:track:4kDqNIQiBwkqDs6jWWcHAM,https://api.spotify.com/v1/tracks/4kDqNIQiBwkqDs6jWWcHAM,https://api.spotify.com/v1/audio-analysis/4kDqNIQiBwkqDs6jWWcHAM,166453,4,What Does It Mean To Me?,Oberhofer,dreampop
5,0.616,0.529,0,-7.888,1,0.0258,0.574,0.587,0.0942,0.284,119.99,audio_features,4tHWZg3t5LpOkdRd53gal2,spotify:track:4tHWZg3t5LpOkdRd53gal2,https://api.spotify.com/v1/tracks/4tHWZg3t5LpOkdRd53gal2,https://api.spotify.com/v1/audio-analysis/4tHWZg3t5LpOkdRd53gal2,173259,4,Stay And Rest For A While,Good Dog,dreampop
6,0.469,0.866,4,-5.372,1,0.0321,0.0371,0.921,0.183,0.56,131.0,audio_features,716OZGLBg3vkNfMTpfbYm6,spotify:track:716OZGLBg3vkNfMTpfbYm6,https://api.spotify.com/v1/tracks/716OZGLBg3vkNfMTpfbYm6,https://api.spotify.com/v1/audio-analysis/716OZGLBg3vkNfMTpfbYm6,320328,4,Days,No Vacation,dreampop
7,0.662,0.69,2,-6.326,1,0.0651,0.0135,0.111,0.104,0.755,149.957,audio_features,1wgouwqKDYxxZUj9jHZCBu,spotify:track:1wgouwqKDYxxZUj9jHZCBu,https://api.spotify.com/v1/tracks/1wgouwqKDYxxZUj9jHZCBu,https://api.spotify.com/v1/audio-analysis/1wgouwqKDYxxZUj9jHZCBu,331664,4,Somebody Else,Pynch,dreampop
8,0.291,0.8,0,-8.02,1,0.0422,0.0772,0.00177,0.0953,0.499,174.713,audio_features,3BAZa1WlbTZoWPoKcJRtE2,spotify:track:3BAZa1WlbTZoWPoKcJRtE2,https://api.spotify.com/v1/tracks/3BAZa1WlbTZoWPoKcJRtE2,https://api.spotify.com/v1/audio-analysis/3BAZa1WlbTZoWPoKcJRtE2,126771,3,Point of View,Sonoda,dreampop
9,0.595,0.748,7,-5.744,1,0.0325,0.000419,0.000329,0.178,0.456,130.034,audio_features,2fjE9A6haImVXETd1B4PDs,spotify:track:2fjE9A6haImVXETd1B4PDs,https://api.spotify.com/v1/tracks/2fjE9A6haImVXETd1B4PDs,https://api.spotify.com/v1/audio-analysis/2fjE9A6haImVXETd1B4PDs,174388,4,summer bruises,april june,dreampop
10,0.341,0.721,9,-6.614,0,0.034,0.00593,0.0272,0.79,0.623,115.014,audio_features,5lJDgnn9Wq06dBoEdMyXuz,spotify:track:5lJDgnn9Wq06dBoEdMyXuz,https://api.spotify.com/v1/tracks/5lJDgnn9Wq06dBoEdMyXuz,https://api.spotify.com/v1/audio-analysis/5lJDgnn9Wq06dBoEdMyXuz,220404,4,Showers,Bored at My Grandmas House,dreampop
11,0.481,0.723,4,-7.504,1,0.027,0.0778,0.0632,0.442,0.614,145.027,audio_features,5tOH5FgEC8CS2ukdSwwy93,spotify:track:5tOH5FgEC8CS2ukdSwwy93,https://api.spotify.com/v1/tracks/5tOH5FgEC8CS2ukdSwwy93,https://api.spotify.com/v1/audio-analysis/5tOH5FgEC8CS2ukdSwwy93,182000,4,Diamond Brand,Terry vs. Tori,dreampop
12,0.693,0.528,1,-8.468,1,0.0259,0.699,0.846,0.114,0.597,107.949,audio_features,1gyIYA98zceKTnjISviYRz,spotify:track:1gyIYA98zceKTnjISviYRz,https://api.spotify.com/v1/tracks/1gyIYA98zceKTnjISviYRz,https://api.spotify.com/v1/audio-analysis/1gyIYA98zceKTnjISviYRz,191528,4,Radio,Freak Slug,dreampop
13,0.591,0.732,10,-8.522,1,0.0329,0.435,0.924,0.148,0.712,117.981,audio_features,5EdpixfJpL4XF4tB8fSYn7,spotify:track:5EdpixfJpL4XF4tB8fSYn7,https://api.spotify.com/v1/tracks/5EdpixfJpL4XF4tB8fSYn7,https://api.spotify.com/v1/audio-analysis/5EdpixfJpL4XF4tB8fSYn7,218450,4,Cassette,Swiss Portrait,dreampop
14,0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,audio_features,4yc69QtlnLzjcYSMPOtrEo,spotify:track:4yc69QtlnLzjcYSMPOtrEo,https://api.spotify.com/v1/tracks/4yc69QtlnLzjcYSMPOtrEo,https://api.spotify.com/v1/audio-analysis/4yc69QtlnLzjcYSMPOtrEo,222357,4,Last Day On Earth,beabadoobee,dreampop
15,0.506,0.56,11,-7.39,0,0.0238,0.18,0.442,0.119,0.427,86.976,audio_features,4KE91Xg3FL51yMhnpSqRvE,spotify:track:4KE91Xg3FL51yMhnpSqRvE,https://api.spotify.com/v1/tracks/4KE91Xg3FL51yMhnpSqRvE,https://api.spotify.com/v1/audio-analysis/4KE91Xg3FL51yMhnpSqRvE,225618,4,You and Me,Nature TV,dreampop
16,0.614,0.571,8,-7.089,1,0.031,0.602,0.00553,0.105,0.39,115.975,audio_features,1zeHdhh4mHP08aGMCMCyPM,spotify:track:1zeHdhh4mHP08aGMCMCyPM,https://api.spotify.com/v1/tracks/1zeHdhh4mHP08aGMCMCyPM,https://api.spotify.com/v1/audio-analysis/1zeHdhh4mHP08aGMCMCyPM,217149,4,High,Cafuné,dreampop
17,0.801,0.294,4,-15.16,1,0.0351,0.697,0.88,0.106,0.579,101.995,audio_features,2ngVZZGrIYAxyxaA2QcWTB,spotify:track:2ngVZZGrIYAxyxaA2QcWTB,https://api.spotify.com/v1/tracks/2ngVZZGrIYAxyxaA2QcWTB,https://api.spotify.com/v1/audio-analysis/2ngVZZGrIYAxyxaA2QcWTB,212890,4,Porcelain,Men I Trust,dreampop
18,0.541,0.491,5,-8.747,0,0.0263,0.477,0.000816,0.102,0.274,76.99,audio_features,4NnNGFTcMv5OK1LvIA2Wgw,spotify:track:4NnNGFTcMv5OK1LvIA2Wgw,https://api.spotify.com/v1/tracks/4NnNGFTcMv5OK1LvIA2Wgw,https://api.spotify.com/v1/audio-analysis/4NnNGFTcMv5OK1LvIA2Wgw,202922,4,80's High School,CASTLEBEAT,dreampop
19,0.569,0.802,11,-7.873,0,0.029,0.243,0.0061,0.311,0.806,134.981,audio_features,07iFZgCmzSuGFlKG3ftJX3,spotify:track:07iFZgCmzSuGFlKG3ftJX3,https://api.spotify.com/v1/tracks/07iFZgCmzSuGFlKG3ftJX3,https://api.spotify.com/v1/audio-analysis/07iFZgCmzSuGFlKG3ftJX3,225141,4,Skin,Bored at My Grandmas House,dreampop
20,0.665,0.35,2,-9.426,1,0.028,0.508,0.83,0.109,0.467,87.061,audio_features,476QHG5G8xxNI9VHTBFfjp,spotify:track:476QHG5G8xxNI9VHTBFfjp,https://api.spotify.com/v1/tracks/476QHG5G8xxNI9VHTBFfjp,https://api.spotify.com/v1/audio-analysis/476QHG5G8xxNI9VHTBFfjp,126120,4,Ghostride,Crumb,dreampop
21,0.475,0.43,2,-10.652,1,0.0252,0.446,0.322,0.126,0.058,77.951,audio_features,1W91GlNLLC6y0xXg1RLtie,spotify:track:1W91GlNLLC6y0xXg1RLtie,https://api.spotify.com/v1/tracks/1W91GlNLLC6y0xXg1RLtie,https://api.spotify.com/v1/audio-analysis/1W91GlNLLC6y0xXg1RLtie,182000,4,Alone,Sugar High,dreampop
22,0.577,0.766,2,-9.737,1,0.0335,0.319,0.823,0.102,0.629,130.015,audio_features,288NER7JJhr8AbhGbUCCSL,spotify:track:288NER7JJhr8AbhGbUCCSL,https://api.spotify.com/v1/tracks/288NER7JJhr8AbhGbUCCSL,https://api.spotify.com/v1/audio-analysis/288NER7JJhr8AbhGbUCCSL,242944,4,Is This Where It Ends,Nabihah Iqbal,dreampop
23,0.5,0.794,3,-7.579,1,0.029,0.00478,0.00582,0.0926,0.257,90.007,audio_features,0RXXhrHZgLinM2Tb8k2ROk,spotify:track:0RXXhrHZgLinM2Tb8k2ROk,https://api.spotify.com/v1/tracks/0RXXhrHZgLinM2Tb8k2ROk,https://api.spotify.com/v1/audio-analysis/0RXXhrHZgLinM2Tb8k2ROk,263801,4,Back Into Your Arms,RINSE,dreampop
24,0.534,0.504,4,-13.011,0,0.0288,0.658,0.814,0.122,0.146,99.965,audio_features,0zxaeEmN9uxdvx7mrnmZAJ,spotify:track:0zxaeEmN9uxdvx7mrnmZAJ,https://api.spotify.com/v1/tracks/0zxaeEmN9uxdvx7mrnmZAJ,https://api.spotify.com/v1/audio-analysis/0zxaeEmN9uxdvx7mrnmZAJ,286821,4,Self Aware,Patricia Lalor,dreampop
25,0.53,0.656,9,-9.099,1,0.0557,0.0826,0.949,0.0461,0.911,156.793,audio_features,07oiXGMoAvUcObnBBjcR2i,spotify:track:07oiXGMoAvUcObnBBjcR2i,https://api.spotify.com/v1/tracks/07oiXGMoAvUcObnBBjcR2i,https://api.spotify.com/v1/audio-analysis/07oiXGMoAvUcObnBBjcR2i,233360,4,Get Back Baby,banzai florist,dreampop
26,0.499,0.65,1,-7.343,0,0.0392,0.458,0.932,0.105,0.57,147.99,audio_features,7EUcNIHj2eWmpGNJF5u0Vh,spotify:track:7EUcNIHj2eWmpGNJF5u0Vh,https://api.spotify.com/v1/tracks/7EUcNIHj2eWmpGNJF5u0Vh,https://api.spotify.com/v1/audio-analysis/7EUcNIHj2eWmpGNJF5u0Vh,190720,4,Drown,NewDad,dreampop
27,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,audio_features,64lsIF5pw0sJY0gV5kz0RN,spotify:track:64lsIF5pw0sJY0gV5kz0RN,https://api.spotify.com/v1/tracks/64lsIF5pw0sJY0gV5kz0RN,https://api.spotify.com/v1/audio-analysis/64lsIF5pw0sJY0gV5kz0RN,278769,4,Can I Call You Tonight?,Dayglow,dreampop
28,0.282,0.473,6,-9.029,0,0.0318,0.284,0.749,0.107,0.046,105.179,audio_features,3BMcTB54pN4oZlIIPNxcy1,spotify:track:3BMcTB54pN4oZlIIPNxcy1,https://api.spotify.com/v1/tracks/3BMcTB54pN4oZlIIPNxcy1,https://api.spotify.com/v1/audio-analysis/3BMcTB54pN4oZlIIPNxcy1,297613,4,how do you feel,strawbey,dreampop
29,0.548,0.345,9,-9.82,1,0.0262,0.187,0.65,0.125,0.387,78.007,audio_features,3BbThQPnLmgMyFH4ZHSxBj,spotify:track:3BbThQPnLmgMyFH4ZHSxBj,https://api.spotify.com/v1/tracks/3BbThQPnLmgMyFH4ZHSxBj,https://api.spotify.com/v1/audio-analysis/3BbThQPnLmgMyFH4ZHSxBj,139250,4,Girl,Astronaut Project,dreampop
30,0.12,0.87,9,-6.984,1,0.0995,0.0018,0.815,0.0834,0.0536,179.815,audio_features,0y15BMv8TXeAUsDhWIGQFl,spotify:track:0y15BMv8TXeAUsDhWIGQFl,https://api.spotify.com/v1/tracks/0y15BMv8TXeAUsDhWIGQFl,https://api.spotify.com/v1/audio-analysis/0y15BMv8TXeAUsDhWIGQFl,950210,3,Songs,Pinkshinyultrablast,dreampop
31,0.43,0.835,2,-5.599,1,0.0415,0.000683,0.297,0.0843,0.327,142.034,audio_features,7bogCrQMfTovtzuHx0Nszr,spotify:track:7bogCrQMfTovtzuHx0Nszr,https://api.spotify.com/v1/tracks/7bogCrQMfTovtzuHx0Nszr,https://api.spotify.com/v1/audio-analysis/7bogCrQMfTovtzuHx0Nszr,228588,4,Never Enough,Low Hummer,dreampop
32,0.531,0.623,4,-7.383,1,0.0233,0.0965,0.587,0.164,0.452,100.006,audio_features,7MNpO6YyXfnYbxFuInDrR3,spotify:track:7MNpO6YyXfnYbxFuInDrR3,https://api.spotify.com/v1/tracks/7MNpO6YyXfnYbxFuInDrR3,https://api.spotify.com/v1/audio-analysis/7MNpO6YyXfnYbxFuInDrR3,235462,4,What We Left Behind,Hydromag,dreampop
33,0.426,0.849,2,-5.232,1,0.0493,0.3,0.736,0.131,0.465,153.575,audio_features,4aisUpHLCjQXjrv2ceJm5v,spotify:track:4aisUpHLCjQXjrv2ceJm5v,https://api.spotify.com/v1/tracks/4aisUpHLCjQXjrv2ceJm5v,https://api.spotify.com/v1/audio-analysis/4aisUpHLCjQXjrv2ceJm5v,325976,4,An Ordinary Life,Wasuremono,dreampop
34,0.536,0.307,4,-16.691,1,0.0362,0.276,0.891,0.137,0.0385,127.993,audio_features,4Qr2AKqQO1s3YQ6gCV72Gd,spotify:track:4Qr2AKqQO1s3YQ6gCV72Gd,https://api.spotify.com/v1/tracks/4Qr2AKqQO1s3YQ6gCV72Gd,https://api.spotify.com/v1/audio-analysis/4Qr2AKqQO1s3YQ6gCV72Gd,277492,4,The Heart,Jaguar Sun,dreampop
35,0.558,0.752,4,-5.62,1,0.0357,8.16e-05,0.572,0.401,0.371,122.982,audio_features,54H7CLmI5SE7wmhlE0THS5,spotify:track:54H7CLmI5SE7wmhlE0THS5,https://api.spotify.com/v1/tracks/54H7CLmI5SE7wmhlE0THS5,https://api.spotify.com/v1/audio-analysis/54H7CLmI5SE7wmhlE0THS5,217243,4,Someday Soon,Lev Snowe,dreampop
36,0.486,0.92,4,-6.27,0,0.0518,0.084,0.718,0.319,0.281,164.023,audio_features,1IRObyMKeA49hz1Ty3GNHH,spotify:track:1IRObyMKeA49hz1Ty3GNHH,https://api.spotify.com/v1/tracks/1IRObyMKeA49hz1Ty3GNHH,https://api.spotify.com/v1/audio-analysis/1IRObyMKeA49hz1Ty3GNHH,173476,4,In Manchester,Black Marble,dreampop
37,0.457,0.891,1,-7.476,0,0.0345,6.97e-06,0.733,0.261,0.799,144.96,audio_features,3cKzdHoTN1g39ktjm3twCF,spotify:track:3cKzdHoTN1g39ktjm3twCF,https://api.spotify.com/v1/tracks/3cKzdHoTN1g39ktjm3twCF,https://api.spotify.com/v1/audio-analysis/3cKzdHoTN1g39ktjm3twCF,194948,4,Ohio Blue Tips,Terry vs. Tori,dreampop
38,0.386,0.596,1,-11.456,1,0.0321,0.0955,0.932,0.0853,0.174,178.01,audio_features,3HV9YnoYACjlrJ5CiZ3hLj,spotify:track:3HV9YnoYACjlrJ5CiZ3hLj,https://api.spotify.com/v1/tracks/3HV9YnoYACjlrJ5CiZ3hLj,https://api.spotify.com/v1/audio-analysis/3HV9YnoYACjlrJ5CiZ3hLj,258876,4,Jeune,Ruby Haunt,dreampop
39,0.492,0.505,1,-9.12,0,0.0295,0.221,0.82,0.114,0.142,100.05,audio_features,1vKbvhNrBNgkPPOiIBcbyv,spotify:track:1vKbvhNrBNgkPPOiIBcbyv,https://api.spotify.com/v1/tracks/1vKbvhNrBNgkPPOiIBcbyv,https://api.spotify.com/v1/audio-analysis/1vKbvhNrBNgkPPOiIBcbyv,285324,4,Heretic Porcelain,Tan Cologne,dreampop
40,0.203,0.23,11,-16.7,1,0.0298,0.481,0.865,0.158,0.0593,81.058,audio_features,1dodXRvoA4SaudsD335WyI,spotify:track:1dodXRvoA4SaudsD335WyI,https://api.spotify.com/v1/tracks/1dodXRvoA4SaudsD335WyI,https://api.spotify.com/v1/audio-analysis/1dodXRvoA4SaudsD335WyI,280182,4,Homing,Loma,dreampop
41,0.329,0.694,6,-6.602,1,0.0358,0.0102,0.0309,0.101,0.588,191.845,audio_features,3bcrlAFw712dO397aCAmle,spotify:track:3bcrlAFw712dO397aCAmle,https://api.spotify.com/v1/tracks/3bcrlAFw712dO397aCAmle,https://api.spotify.com/v1/audio-analysis/3bcrlAFw712dO397aCAmle,179538,4,You'd Be Mine,Boshe,dreampop
42,0.494,0.514,1,-8.098,1,0.0269,0.272,0.877,0.104,0.26,133.982,audio_features,1X6YvgGzWH9t6io3ZBZ7JP,spotify:track:1X6YvgGzWH9t6io3ZBZ7JP,https://api.spotify.com/v1/tracks/1X6YvgGzWH9t6io3ZBZ7JP,https://api.spotify.com/v1/audio-analysis/1X6YvgGzWH9t6io3ZBZ7JP,230480,4,Cricket Songs,Phantom Handshakes,dreampop
43,0.278,0.631,6,-10.011,1,0.0302,0.0013,0.717,0.123,0.239,176.015,audio_features,46YxybUOOH2MYRXBoHXUgw,spotify:track:46YxybUOOH2MYRXBoHXUgw,https://api.spotify.com/v1/tracks/46YxybUOOH2MYRXBoHXUgw,https://api.spotify.com/v1/audio-analysis/46YxybUOOH2MYRXBoHXUgw,200222,4,Antibody,Foxes In Fiction,dreampop
44,0.442,0.689,4,-5.289,1,0.0251,0.00458,0.0,0.11,0.208,89.001,audio_features,7IY2JF7AlVN5uvIUBVnSJd,spotify:track:7IY2JF7AlVN5uvIUBVnSJd,https://api.spotify.com/v1/tracks/7IY2JF7AlVN5uvIUBVnSJd,https://api.spotify.com/v1/audio-analysis/7IY2JF7AlVN5uvIUBVnSJd,247968,3,Chinatown (feat. Bruce Springsteen),Bleachers,dreampop
45,0.764,0.751,2,-8.9,1,0.033,0.334,0.123,0.0796,0.864,115.015,audio_features,5eWH1AYlLn8UV2E1PthAhk,spotify:track:5eWH1AYlLn8UV2E1PthAhk,https://api.spotify.com/v1/tracks/5eWH1AYlLn8UV2E1PthAhk,https://api.spotify.com/v1/audio-analysis/5eWH1AYlLn8UV2E1PthAhk,327267,4,Lean Into Life,Petey,dreampop
46,0.603,0.429,6,-10.21,1,0.0412,0.723,0.00703,0.09,0.552,81.522,audio_features,3iDJgLUiMqMdk1UOLG4VWf,spotify:track:3iDJgLUiMqMdk1UOLG4VWf,https://api.spotify.com/v1/tracks/3iDJgLUiMqMdk1UOLG4VWf,https://api.spotify.com/v1/audio-analysis/3iDJgLUiMqMdk1UOLG4VWf,206135,4,Loverboy,RALPH TV,dreampop
47,0.537,0.713,7,-6.25,1,0.0272,0.227,0.65,0.1,0.367,93.198,audio_features,0oXwUeFAE6IR2lYhaTpxRT,spotify:track:0oXwUeFAE6IR2lYhaTpxRT,https://api.spotify.com/v1/tracks/0oXwUeFAE6IR2lYhaTpxRT,https://api.spotify.com/v1/audio-analysis/0oXwUeFAE6IR2lYhaTpxRT,189651,4,Drag,Day Wave,dreampop
48,0.549,0.543,6,-8.695,0,0.0428,0.425,0.000568,0.0974,0.406,83.009,audio_features,7FX5YbkSnFCOLASH7MLxjU,spotify:track:7FX5YbkSnFCOLASH7MLxjU,https://api.spotify.com/v1/tracks/7FX5YbkSnFCOLASH7MLxjU,https://api.spotify.com/v1/audio-analysis/7FX5YbkSnFCOLASH7MLxjU,227681,4,For You,Willie J Healey,dreampop
49,0.454,0.643,3,-7.377,1,0.0344,0.261,0.0879,0.243,0.224,91.055,audio_features,52vaSXwrMiUEQr3XBGVez6,spotify:track:52vaSXwrMiUEQr3XBGVez6,https://api.spotify.com/v1/tracks/52vaSXwrMiUEQr3XBGVez6,https://api.spotify.com/v1/audio-analysis/52vaSXwrMiUEQr3XBGVez6,255147,4,Eachday,Pink Mario,dreampop
50,0.472,0.67,10,-7.397,1,0.0328,0.0246,0.0139,0.0741,0.384,90.017,audio_features,6dDWdTZXJuDb5aMD3MC4eX,spotify:track:6dDWdTZXJuDb5aMD3MC4eX,https://api.spotify.com/v1/tracks/6dDWdTZXJuDb5aMD3MC4eX,https://api.spotify.com/v1/audio-analysis/6dDWdTZXJuDb5aMD3MC4eX,200658,4,meander,Elizabeth,dreampop
51,0.483,0.752,9,-7.269,1,0.0296,0.236,0.717,0.156,0.425,85.959,audio_features,4QgIkSyVxv6FmsWO2dZz4J,spotify:track:4QgIkSyVxv6FmsWO2dZz4J,https://api.spotify.com/v1/tracks/4QgIkSyVxv6FmsWO2dZz4J,https://api.spotify.com/v1/audio-analysis/4QgIkSyVxv6FmsWO2dZz4J,244232,4,Fuzz Captain,Micra,dreampop
52,0.618,0.72,2,-6.405,1,0.0296,0.265,0.432,0.156,0.64,120.992,audio_features,79PaJyGdIi8XN6d9tp2YlT,spotify:track:79PaJyGdIi8XN6d9tp2YlT,https://api.spotify.com/v1/tracks/79PaJyGdIi8XN6d9tp2YlT,https://api.spotify.com/v1/audio-analysis/79PaJyGdIi8XN6d9tp2YlT,286660,4,Even True Love,Widowspeak,dreampop
53,0.343,0.372,8,-12.89,0,0.0334,0.647,0.938,0.0754,0.219,135.454,audio_features,5j375wUE1V53HpkKtiDKT2,spotify:track:5j375wUE1V53HpkKtiDKT2,https://api.spotify.com/v1/tracks/5j375wUE1V53HpkKtiDKT2,https://api.spotify.com/v1/audio-analysis/5j375wUE1V53HpkKtiDKT2,265333,3,Cave Vaults on the Moon in New Mexico,Tan Cologne,dreampop
54,0.186,0.0438,2,-20.95,1,0.037,0.989,0.55,0.0976,0.0614,166.909,audio_features,18XFAgtkhDxKv1cpnr2C3w,spotify:track:18XFAgtkhDxKv1cpnr2C3w,https://api.spotify.com/v1/tracks/18XFAgtkhDxKv1cpnr2C3w,https://api.spotify.com/v1/audio-analysis/18XFAgtkhDxKv1cpnr2C3w,247060,3,Devil's Rain,Maria BC,dreampop
55,0.838,0.457,0,-8.578,1,0.0721,0.433,0.877,0.313,0.636,116.002,audio_features,78xMNvfmAiTAtZsJLqSZ6v,spotify:track:78xMNvfmAiTAtZsJLqSZ6v,https://api.spotify.com/v1/tracks/78xMNvfmAiTAtZsJLqSZ6v,https://api.spotify.com/v1/audio-analysis/78xMNvfmAiTAtZsJLqSZ6v,250179,1,Survival Of The Strongest,Moon King,dreampop
56,0.61,0.77,0,-6.428,0,0.0266,0.232,0.065,0.166,0.745,90.02,audio_features,5vFpDxSYbw2ooyuKFfXNPr,spotify:track:5vFpDxSYbw2ooyuKFfXNPr,https://api.spotify.com/v1/tracks/5vFpDxSYbw2ooyuKFfXNPr,https://api.spotify.com/v1/audio-analysis/5vFpDxSYbw2ooyuKFfXNPr,204465,4,rest up,boy pablo,dreampop
57,0.489,0.474,5,-7.459,0,0.0256,0.649,0.803,0.0891,0.201,132.042,audio_features,0vuoVqMQdCgCJ0FGFMpoyk,spotify:track:0vuoVqMQdCgCJ0FGFMpoyk,https://api.spotify.com/v1/tracks/0vuoVqMQdCgCJ0FGFMpoyk,https://api.spotify.com/v1/audio-analysis/0vuoVqMQdCgCJ0FGFMpoyk,352189,3,Cactus,BROTHER SUN SISTER MOON,dreampop
58,0.113,0.448,3,-8.639,1,0.0364,0.129,0.774,0.184,0.105,91.938,audio_features,3kkPJGeAmoHu4Glta3MgZT,spotify:track:3kkPJGeAmoHu4Glta3MgZT,https://api.spotify.com/v1/tracks/3kkPJGeAmoHu4Glta3MgZT,https://api.spotify.com/v1/audio-analysis/3kkPJGeAmoHu4Glta3MgZT,389680,4,"Our Heads, Our Hearts on Fire Again",The Besnard Lakes,dreampop
59,0.742,0.765,0,-6.568,1,0.0315,0.00637,0.0249,0.0731,0.764,112.014,audio_features,2bBrRe20ZB7pJMQaNJ4nwk,spotify:track:2bBrRe20ZB7pJMQaNJ4nwk,https://api.spotify.com/v1/tracks/2bBrRe20ZB7pJMQaNJ4nwk,https://api.spotify.com/v1/audio-analysis/2bBrRe20ZB7pJMQaNJ4nwk,190840,4,Only One Man (with Melody's Echo Chamber),Moodoïd,dreampop
60,0.646,0.462,9,-9.965,1,0.0298,0.112,0.792,0.116,0.661,103.987,audio_features,6o8aUf92DuQJCPgLAKx6UB,spotify:track:6o8aUf92DuQJCPgLAKx6UB,https://api.spotify.com/v1/tracks/6o8aUf92DuQJCPgLAKx6UB,https://api.spotify.com/v1/audio-analysis/6o8aUf92DuQJCPgLAKx6UB,211038,4,Ceiling,starRo,dreampop
61,0.577,0.719,0,-6.939,1,0.037,0.0351,0.0127,0.108,0.534,120.02,audio_features,24UzJSXpXqmGXrGjqAOFpY,spotify:track:24UzJSXpXqmGXrGjqAOFpY,https://api.spotify.com/v1/tracks/24UzJSXpXqmGXrGjqAOFpY,https://api.spotify.com/v1/audio-analysis/24UzJSXpXqmGXrGjqAOFpY,272250,4,How,The Analog Girl,dreampop
62,0.527,0.555,7,-11.346,1,0.0272,0.614,0.574,0.33,0.18,143.917,audio_features,4GjWZDfWw5ZnW9vmioJwY0,spotify:track:4GjWZDfWw5ZnW9vmioJwY0,https://api.spotify.com/v1/tracks/4GjWZDfWw5ZnW9vmioJwY0,https://api.spotify.com/v1/audio-analysis/4GjWZDfWw5ZnW9vmioJwY0,256205,4,Keep You Warm,Jaguar Sun,dreampop
63,0.671,0.699,1,-7.866,1,0.0324,0.595,0.588,0.176,0.452,112.796,audio_features,1C9t8whBQcIDcI3mwmmFhp,spotify:track:1C9t8whBQcIDcI3mwmmFhp,https://api.spotify.com/v1/tracks/1C9t8whBQcIDcI3mwmmFhp,https://api.spotify.com/v1/audio-analysis/1C9t8whBQcIDcI3mwmmFhp,183281,4,Lylz,Helena Deland,dreampop
64,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01,audio_features,5KbTBSGUvgDg75gIVhUaAW,spotify:track:5KbTBSGUvgDg75gIVhUaAW,https://api.spotify.com/v1/tracks/5KbTBSGUvgDg75gIVhUaAW,https://api.spotify.com/v1/audio-analysis/5KbTBSGUvgDg75gIVhUaAW,122339,4,Jealous,Eyedress,dreampop
65,0.411,0.418,11,-10.793,1,0.0322,0.381,0.576,0.217,0.328,135.335,audio_features,5amx35Lnc2tzpCAhNjSg5c,spotify:track:5amx35Lnc2tzpCAhNjSg5c,https://api.spotify.com/v1/tracks/5amx35Lnc2tzpCAhNjSg5c,https://api.spotify.com/v1/audio-analysis/5amx35Lnc2tzpCAhNjSg5c,154533,4,Vibrate,Drug Store Romeos,dreampop
66,0.381,0.597,2,-8.669,1,0.0313,0.521,0.000247,0.203,0.463,174.108,audio_features,2WBYxaaPOjULi1UF0Bzqbz,spotify:track:2WBYxaaPOjULi1UF0Bzqbz,https://api.spotify.com/v1/tracks/2WBYxaaPOjULi1UF0Bzqbz,https://api.spotify.com/v1/audio-analysis/2WBYxaaPOjULi1UF0Bzqbz,274764,4,Chump,JUMBO,dreampop
